7786,"Bố trí vạch phân làn đường trong khu vực tách và nhập làn","Nguyên tắc chung sử dụng các loại vạch như sau:
- Tại các mũi đảo tách làn hoặc nhập làn có thể bố trí vạch sơn chữ V trên phần diện tích mặt đường giới hạn bởi các đường mép kéo dài từ các cạnh của đảo.
- Các vạch chữ V (vạch 4.2) được vẽ song song mỗi vạch rộng 45 cm, khoảng cách hai mép vạch rộng 100 cm, vạch chữ V được đặt sao cho cạnh chữ V xuôi chiều với hướng chuyển động của xe và hợp với hướng xe chạy một góc 45o.
- Vạch xác định phạm vi kẻ vạch chữ V là vạch liền nét, màu trắng, bề rộng vạch 20 cm (vạch 3.1).
- Vạch phân cách giữa làn xe cơ bản và làn xe chuyển tốc; hoặc vạch phân cách, kênh hóa các làn xe trong khu vực tách và nhập làn tùy từng trường hợp mà có thể sử dụng vạch liền nét, màu trắng, bề rộng vạch 45 cm (vạch 3.2); hoặc sử dụng vạch đứt nét, màu trắng, bề rộng vạch 45 cm, khoảng cách nét đứt L1 = 300 cm; khoảng cách nét đứt L2 = 300 cm (vạch 3.3).
- Xe không được phép cắt qua vạch chữ V trừ các trường hợp khẩn cấp theo quy định tại Luật Giao thông đường bộ.
Dưới đây là một số trường hợp điển hình bố trí vạch phân làn đường trong khu vực tách và nhập làn:
- Bố trí vạch sơn khu vực tách làn kiểu trực tiếp:
- Bố trí vạch sơn khu vực tách làn kiểu có làn chuyển tiếp song song:
- Bố trí vạch sơn khu vực nhập làn kiểu trực tiếp:
- Bố trí vạch sơn khu vực nhập làn kiểu có làn chuyển tiếp song song:"
7787,"Bố trí vạch phân làn đường ở điểm dừng xe trên tuyến kiểu bến cảng (có vịnh dừng đỗ)","Sử dụng vạch 3.2 hoặc vạch 3.3 để phân cách giữa làn xe chạy chính và làn dừng xe. Tùy theo bề rộng mặt đường mà có thể sử dụng vạch 5.1 để tạo đảo phân làn đường. Chi tiết xem trên Hình G.18 và Hình G.19."
7788,"Bố trí vạch sơn trong khu vực bề rộng phần xe chạy bị thay đổi","Trong khu vực bề rộng phần xe chạy bị thay đổi hoặc số làn xe chạy tăng lên hoặc ít đi, cần thiết phải bố trí các vạch sơn trên mặt đường (có thể kết hợp với biển báo) để cảnh báo người tham gia giao thông điều khiển xe thận trọng hơn.
Dưới đây là các hình vẽ thể hiện quy định về bố trí vạch sơn trong khu vực phần xe chạy bị thay đổi.
Lưu ý:
- Các quy định về bố trí vạch sơn đề cập ở mục này chỉ áp dụng cho khu vực phần xe chạy bị thay đổi. Khu vực bề rộng phần xe chạy bị thay đổi được xác định là phạm vi chiều dài tổng cộng các đoạn D, L, và d tương ứng trên các Hình G.20, G.21, G.22, và G.23.
- Trong khu vực bề rộng phần xe chạy bị thay đổi, vạch 1.3 được sử dụng để phân chia hai chiều xe chạy. Đối với hướng xe chạy có bề rộng mặt đường bị thu hẹp trong khu vực phần xe chạy bị thay đổi phải bố trí vạch giới hạn mép phần xe chạy (vạch 3.1) kết hợp với đặt biển số W.203 (b,c) “Đường bị thu hẹp”.
- Chiều dài đoạn biến đổi bề rộng mặt đường L(m) được xác định như sau:
L= (VxVxW):155 (khi V ≤ 60 km/h)     (1)
hoặc L = 0.625xVxW (khi V > 60 km/h)     (2)
Trong đó; V: Tốc độ hạn chế lớn nhất hoặc tốc độ V85, km/h; W: Chiều rộng giảm đi, m; D: chiều dài tầm nhìn dừng xe an toàn, m.
- Đoạn kéo dài của vạch ở điểm cuối cùng giảm chiều rộng (d) được lựa chọn như sau: Đường có tốc độ hạn chế lớn nhất hoặc tốc độ V85 > 60 km/h là 40 m, các loại đường khác là 20 m."
7789,"Bố trí vạch báo gần đến chướng ngại vật","Khi có chướng ngại vật trên đường, cần thiết phải bố trí các vạch sơn trên mặt đường (có thể kết hợp với biển báo) để cảnh báo người tham gia giao thông điều khiển xe thận trọng hơn, vòng tránh chướng ngại vật trên mặt đường.
- Trường hợp đường có hai làn xe, hai chiều xe chạy, khi chướng ngại vật nằm ở giữa đường thì có thể kẻ vạch theo Hình G.24.
Lưu ý: trị số d và L xác định tương tự như ở G1.3e: bố trí vạch sơn trong khu vực phần xe chạy bị thay đổi.
Vạch tim đường (vạch phân cách hai chiều xe chạy) có thể là vạch 1.1 hoặc vạch 1.2.
Bề rộng và màu sắc vạch liền nét trên Hình G.20 lấy giống với bề rộng vạch tim đường (vạch phân cách hai chiều xe chạy).
- Trường hợp đường có từ 4 làn xe chạy trở lên, khi chướng ngại vật nằm ở giữa đường thì có thể kẻ vạch theo Hình G.25.
Lưu ý: Trị số d và L xác định tương tự như quy định tại điểm e, mục G.1.3: bố trí vạch sơn trong khu vực phần xe chạy bị thay đổi.
Trong phạm vi chiều dài đoạn d và L, sử dụng vạch đôi, liền nét có quy cách, màu sắc giống với vạch 1.3. Ngoài phạm vi này, sử dụng vạch tim đường (vạch phân cách hai chiều xe chạy) áp dụng thích hợp cho đường có từ 4 làn xe trở lên.
- Trường hợp chướng ngại vật trên đường nằm ở giữa hai làn đường cùng chiều thì có thể kẻ vạch theo Hình G.26.
Lưu ý: trị số d và L xác định tương tự như mục: Bố trí vạch sơn trong khu vực bề rộng phần xe chạy bị thay đổi.
Trong phạm vi chiều dài đoạn d, sử dụng vạch đơn, liền nét, màu trắng có bề rộng bằng vạch phân cách hai chiều xe chạy (vạch 2.1) tương ứng. Trong phạm vi chiều dài đoạn L, sử dụng vạch chữ V (vạch 4.2). Vạch xác định phạm vi vạch chữ V là vạch đơn, liền nét, màu trắng có bề rộng bằng vạch phân hai chiều xe chạy (vạch 2.1) được sử dụng."
7790,"Nhóm vạch kênh hóa dòng xe",""
7791,"Vạch 4.1: Vạch kênh hóa dòng xe dạng gạch chéo","Ý nghĩa sử dụng: Vạch kênh hóa dòng xe dạng gạch chéo được sử dụng để giới hạn các phần mặt đường không sử dụng cho xe chạy mà sử dụng để kênh hóa các dòng giao thông giao thông trên đường. Khi vạch 4.1 được sử dụng, các phương tiện giao thông phải đi theo tuyến đường quy định, không được lấn vạch hoặc cắt qua vạch trừ những trường hợp khẩn cấp theo quy định tại Luật Giao thông đường bộ.
Quy cách vạch như sau:
Vạch 4.1 bao gồm các vạch liền nét, màu trắng được vẽ song song, mỗi vạch rộng 45 cm, khoảng cách hai mép vạch 100 cm, vạch nghiêng một góc 135o theo chiều ngược chiều kim đồng hồ so với hướng chuyển động của xe. Vạch xác định phạm vi kẻ vạch kênh hóa dòng xe dạng gạch chéo là vạch đơn liền nét, màu trắng. Vạch này có bề rộng nét vẽ b = 20 cm. Hình G.27 minh họa cách vẽ vạch kênh hóa dòng xe dạng gạch chéo."
7792,"Vạch 4.2: vạch kênh hóa dòng xe dạng chữ V","Ý nghĩa sử dụng: Vạch kênh hóa dòng xe dạng chữ V được sử dụng để giới hạn các phần mặt đường không sử dụng cho xe chạy mà sử dụng để kênh hóa các dòng giao thông giao thông trên đường. Khi vạch 4.2 được sử dụng, các phương tiện giao thông phải đi theo tuyến đường quy định, không được lấn vạch hoặc cắt qua vạch trừ những trường hợp khẩn cấp theo quy định tại Luật Giao thông đường bộ.
Quy cách vạch như sau:
Vạch 4.2 bao gồm các vạch liền nét, màu trắng được vẽ song song, mỗi vạch rộng 45 cm, khoảng cách hai mép vạch 100 cm, vạch nghiêng một góc 135o theo chiều ngược chiều kim đồng hồ so với hướng chuyển động của xe. Vạch xác định phạm vi kẻ vạch kênh hóa dòng xe dạng chữ V là vạch đơn liền nét, màu trắng. Vạch này có bề rộng nét vẽ b = 20 cm. Hình G.28 minh họa cách vẽ vạch kênh hóa dòng xe dạng chữ V."
7793,"Sử dụng vạch 4.1 và 4.2 để kênh hóa các dòng xe","- Sử dụng vạch 4.1 và 4.2 để dẫn hướng xe ở trạm thu phí:
Tùy theo trường hợp mà có thể sử dụng vạch 4.1 hoặc 4.2 kết hợp với vạch đơn, liền nét màu trắng, bề rộng vạch 20 cm để dẫn hướng xe đến cửa thu phí của cổng trạm thu phí. Chi tiết bố trí xem trên Hình G.29.
- Sử dụng vạch 4.1 và 4.2 để kênh hóa các dòng xe ở nút giao cùng mức:
Dưới đây là một số trường hợp sử dụng vạch 4.1 và 4.2 để kênh hóa các dòng xe các dòng xe trong phạm vi các nút giao cùng mức."
7794,"Vạch 4.3: Vạch kênh hóa dòng xe dạng vành khuyên","Ý nghĩa sử dụng: Vạch kênh hóa dòng xe dạng vành khuyên được kẻ ở trung tâm ngã tư giao nhau cùng mức để chỉ thị cho các phương tiện phải đi vòng qua phạm vi kẻ vạch theo chiều ngược chiều kim đồng hồ.
Khi vạch 4.3 được sử dụng, các phương tiện giao thông không được lấn vạch hoặc cắt qua vạch trừ những trường hợp khẩn cấp theo quy định tại Luật Giao thông đường bộ.
Quy cách vạch như sau:
Đường kính và hình dạng của vành khuyên được xác định bởi kích thước của nút giao ngã tư. Vành khuyên kẻ bằng màu trắng, hình dáng và kích thước được thể hiện chi tiết trên Hình G.36 và Hình G.37.
Minh họa:"
7795,"Vạch 4.4: Vạch kẻ kiểu mắt võng","Ý nghĩa sử dụng: Vạch kẻ kiểu mắt võng được sử dụng để báo cho người điều khiển không được dừng phương tiện trong phạm vi phần mặt đường có bố trí vạch để tránh ùn tắc giao thông.
- Tùy theo sự cần thiết mà có thể sử dụng vạch kẻ kiểu mắt võng ở các vị trí thích hợp. Vạch kẻ kiểu mắt võng có thể sử dụng để xác định phạm vi cấm dừng trong phạm vi nút giao cùng mức, trên nhánh dẫn cửa vào hoặc cửa ra của nút giao hoặc những vị trí mặt đường cần thiết không cho phép dừng xe. Tùy theo mặt bằng nút giao rộng, hẹp để bố trí vạch 4.4 như dưới đây để đảm bảo cân đối, mỹ quan.
Quy cách vạch như sau:
- Vạch mắt võng kiểu đơn giản: gồm vạch chéo trong lòng hình chữ nhật, màu vàng, bề rộng nét vẽ 20 cm - 40 cm (xem minh họa trên Hình G.38 và G.39).
- Vạch mắt võng kiểu thông thường: vạch có nét vẽ màu vàng, vạch vành ngoài giới hạn phạm vi kẻ vạch mắt võng có bề rộng vạch 20 cm. Vạch mắt võng bên trong nghiêng 45° so với vành ngoài, vạch rộng 10 cm khoảng cách đường chéo 1 m - 5 m.
Minh họa:"
7796,"Nhóm vạch dọc đường kéo dài qua phạm vi nút giao",""
7797,"Vạch 5.1: Vạch dẫn hướng rẽ trái qua phạm vi nút giao","Ý nghĩa sử dụng: dùng để định hướng quỹ đạo cho dòng xe rẽ trái theo giải pháp tổ chức làn đường được sử dụng trong nút. Mục đích sử dụng vạch là tăng tính dẫn hướng cho xe chạy; xe có thể cắt qua vạch khi cần thiết. Vạch dẫn hướng rẽ trái qua phạm vi nút giao là đoạn kéo dài của vạch phân cách hai chiều xe chạy (vạch tim đường) hoặc vạch phân chia các làn đường cùng chiều. Không nhất thiết phải sử dụng cả hai loại vạch kéo dài nói trên để định hướng quỹ đạo dòng xe rẽ trái.
Chỉ sử dụng vạch khi quỹ đạo xe chạy được định hướng bởi vạch 5.1 phù hợp với ý đồ tổ chức giao thông và không gây khó hiểu cho các phương tiện qua nút.
Quy cách vạch như sau: Vạch 5.1 là vạch đơn, đứt nét, màu vạch lấy theo loại vạch (vạch phân cách hai chiều xe chạy hoặc vạch phân chia làn đường cùng chiều) được kéo dài. Vạch có bề rộng nét vẽ b = 15 cm; chiều dài đoạn nét liền L1 = (0,5 m - 2,0m); chiều dài đoạn nét đứt L2 = (0,5 m - 2,0 m). Tỷ lệ L1/L2 = 1:1.
Minh họa:"
